index_all,date,info.match_type,info.neutral_venue,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.winner,info.overs,info.teams,info.toss.decision,info.toss.winner
2276,"[datetime.date(2013, 6, 6)]",ODI,1,26,,India,50,"['India', 'South Africa']",field,South Africa
2277,"[datetime.date(2013, 6, 7)]",ODI,1,,2,West Indies,50,"['Pakistan', 'West Indies']",field,West Indies
2278,"[datetime.date(2013, 6, 8)]",ODI,0,48,,England,50,"['England', 'Australia']",bat,England
2279,"[datetime.date(2013, 6, 9)]",ODI,1,,1,New Zealand,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
2280,"[datetime.date(2013, 6, 10)]",ODI,1,67,,South Africa,50,"['Pakistan', 'South Africa']",bat,South Africa
2281,"[datetime.date(2013, 6, 11)]",ODI,1,,8,India,50,"['India', 'West Indies']",field,India
2283,"[datetime.date(2013, 6, 13)]",ODI,0,,7,Sri Lanka,50,"['England', 'Sri Lanka']",field,Sri Lanka
2286,"[datetime.date(2013, 6, 16)]",ODI,0,10,,England,50,"['England', 'New Zealand']",field,New Zealand
2287,"[datetime.date(2013, 6, 17)]",ODI,1,20,,Sri Lanka,50,"['Australia', 'Sri Lanka']",field,Australia
2311,"[datetime.date(2012, 11, 30)]",ODI,0,,7,Bangladesh,50,"['Bangladesh', 'West Indies']",bat,West Indies
2312,"[datetime.date(2012, 12, 2)]",ODI,0,160,,Bangladesh,50,"['Bangladesh', 'West Indies']",field,West Indies
2313,"[datetime.date(2012, 12, 5)]",ODI,0,,4,West Indies,50,"['Bangladesh', 'West Indies']",field,West Indies
2314,"[datetime.date(2012, 12, 7)]",ODI,0,75,,West Indies,50,"['Bangladesh', 'West Indies']",field,Bangladesh
2315,"[datetime.date(2012, 12, 8)]",ODI,0,,2,Bangladesh,50,"['Bangladesh', 'West Indies']",field,Bangladesh
2316,"[datetime.date(2012, 12, 10)]",T20,0,18,,West Indies,20,"['Bangladesh', 'West Indies']",bat,West Indies
2319,"[datetime.date(2012, 12, 25)]",T20,0,,5,Pakistan,20,"['India', 'Pakistan']",field,Pakistan
2320,"[datetime.date(2012, 12, 28)]",T20,0,11,,India,20,"['India', 'Pakistan']",field,Pakistan
2321,"[datetime.date(2012, 12, 30)]",ODI,0,,6,Pakistan,50,"['India', 'Pakistan']",field,Pakistan
2322,"[datetime.date(2013, 1, 3)]",ODI,0,85,,Pakistan,50,"['India', 'Pakistan']",field,India
2323,"[datetime.date(2013, 1, 6)]",ODI,0,10,,India,50,"['India', 'Pakistan']",bat,India
2342,"[datetime.date(2013, 2, 22)]",ODI,0,156,,West Indies,50,"['West Indies', 'Zimbabwe']",field,Zimbabwe
2343,"[datetime.date(2013, 2, 26)]",ODI,0,,5,West Indies,50,"['West Indies', 'Zimbabwe']",bat,Zimbabwe
2344,"[datetime.date(2013, 3, 2)]",T20,0,,8,West Indies,20,"['West Indies', 'Zimbabwe']",bat,Zimbabwe
2345,"[datetime.date(2013, 3, 3)]",T20,0,41,,West Indies,20,"['West Indies', 'Zimbabwe']",bat,West Indies
2358,"[datetime.date(2013, 6, 28)]",ODI,0,,6,West Indies,50,"['West Indies', 'Sri Lanka']",field,West Indies
2359,"[datetime.date(2013, 6, 30)]",ODI,0,,1,West Indies,50,"['West Indies', 'India']",field,West Indies
2360,"[datetime.date(2013, 7, 2)]",ODI,1,161,,Sri Lanka,50,"['India', 'Sri Lanka']",field,India
2364,"[datetime.date(2013, 7, 11)]",ODI,1,,1,India,50,"['India', 'Sri Lanka']",field,India
2453,"[datetime.date(2013, 3, 31)]",T20,0,17,,Sri Lanka,20,"['Sri Lanka', 'Bangladesh']",field,Bangladesh
2460,"[datetime.date(2013, 5, 11)]",T20,0,6,,Zimbabwe,20,"['Zimbabwe', 'Bangladesh']",bat,Zimbabwe
2461,"[datetime.date(2013, 5, 12)]",T20,0,34,,Bangladesh,20,"['Zimbabwe', 'Bangladesh']",bat,Bangladesh
2462,"[datetime.date(2013, 5, 3)]",ODI,0,121,,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
2463,"[datetime.date(2013, 5, 5)]",ODI,0,,6,Zimbabwe,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
2464,"[datetime.date(2013, 5, 8)]",ODI,0,,7,Zimbabwe,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
2481,"[datetime.date(2013, 7, 20)]",ODI,0,180,,Sri Lanka,50,"['Sri Lanka', 'South Africa']",field,South Africa
2483,"[datetime.date(2013, 7, 26)]",ODI,0,56,,South Africa,50,"['Sri Lanka', 'South Africa']",bat,South Africa
2484,"[datetime.date(2013, 7, 28)]",ODI,0,,8,Sri Lanka,50,"['Sri Lanka', 'South Africa']",bat,South Africa
2485,"[datetime.date(2013, 7, 31)]",ODI,0,128,,Sri Lanka,50,"['Sri Lanka', 'South Africa']",bat,Sri Lanka
2486,"[datetime.date(2013, 8, 2)]",T20,0,12,,South Africa,20,"['Sri Lanka', 'South Africa']",bat,South Africa
2487,"[datetime.date(2013, 8, 4)]",T20,0,22,,South Africa,20,"['Sri Lanka', 'South Africa']",bat,South Africa
2488,"[datetime.date(2013, 8, 6)]",T20,0,,6,Sri Lanka,20,"['Sri Lanka', 'South Africa']",bat,South Africa
2489,"[datetime.date(2014, 1, 12)]",ODI,0,,6,Australia,50,"['Australia', 'England']",bat,England
2490,"[datetime.date(2014, 1, 17)]",ODI,0,,1,Australia,50,"['Australia', 'England']",bat,England
2491,"[datetime.date(2014, 1, 19)]",ODI,0,,7,Australia,50,"['Australia', 'England']",bat,England
2492,"[datetime.date(2014, 1, 24)]",ODI,0,57,,England,50,"['Australia', 'England']",field,Australia
2493,"[datetime.date(2014, 1, 26)]",ODI,0,5,,Australia,50,"['Australia', 'England']",bat,Australia
2494,"[datetime.date(2014, 1, 29)]",T20,0,13,,Australia,20,"['Australia', 'England']",bat,Australia
2495,"[datetime.date(2014, 1, 31)]",T20,0,,8,Australia,20,"['Australia', 'England']",bat,England
2496,"[datetime.date(2014, 2, 2)]",T20,0,84,,Australia,20,"['Australia', 'England']",bat,Australia
2497,"[datetime.date(2014, 2, 28)]",ODI,0,15,,West Indies,50,"['West Indies', 'England']",field,England
2498,"[datetime.date(2014, 3, 2)]",ODI,0,,3,England,50,"['West Indies', 'England']",field,England
2499,"[datetime.date(2014, 3, 5)]",ODI,0,25,,England,50,"['West Indies', 'England']",field,West Indies
2500,"[datetime.date(2014, 3, 9)]",T20,0,27,,West Indies,20,"['West Indies', 'England']",bat,West Indies
2501,"[datetime.date(2014, 3, 11)]",T20,0,,5,West Indies,20,"['West Indies', 'England']",bat,England
2502,"[datetime.date(2014, 3, 13)]",T20,0,5,,England,20,"['West Indies', 'England']",bat,England
2514,"[datetime.date(2013, 7, 24)]",ODI,0,,6,India,50,"['Zimbabwe', 'India']",field,India
2515,"[datetime.date(2013, 7, 26)]",ODI,0,58,,India,50,"['Zimbabwe', 'India']",field,Zimbabwe
2516,"[datetime.date(2013, 7, 28)]",ODI,0,,7,India,50,"['Zimbabwe', 'India']",field,India
2517,"[datetime.date(2013, 8, 1)]",ODI,0,,9,India,50,"['Zimbabwe', 'India']",field,India
2518,"[datetime.date(2013, 8, 3)]",ODI,0,,7,India,50,"['Zimbabwe', 'India']",field,India
2522,"[datetime.date(2013, 7, 14)]",ODI,0,126,,Pakistan,50,"['West Indies', 'Pakistan']",field,West Indies
2523,"[datetime.date(2013, 7, 16)]",ODI,0,37,,West Indies,50,"['West Indies', 'Pakistan']",field,Pakistan
2526,"[datetime.date(2013, 7, 24)]",ODI,0,,4,Pakistan,50,"['West Indies', 'Pakistan']",field,Pakistan
2527,"[datetime.date(2013, 7, 27)]",T20,0,,2,Pakistan,20,"['West Indies', 'Pakistan']",bat,West Indies
2528,"[datetime.date(2013, 7, 28)]",T20,0,11,,Pakistan,20,"['West Indies', 'Pakistan']",bat,Pakistan
2529,"[datetime.date(2013, 10, 10)]",T20,0,,6,India,20,"['India', 'Australia']",field,India
2530,"[datetime.date(2013, 10, 13)]",ODI,0,72,,Australia,50,"['India', 'Australia']",bat,Australia
2531,"[datetime.date(2013, 10, 16)]",ODI,0,,9,India,50,"['India', 'Australia']",bat,Australia
2532,"[datetime.date(2013, 10, 19)]",ODI,0,,4,Australia,50,"['India', 'Australia']",field,Australia
2534,"[datetime.date(2013, 10, 30)]",ODI,0,,6,India,50,"['India', 'Australia']",field,India
2535,"[datetime.date(2013, 11, 2)]",ODI,0,57,,India,50,"['India', 'Australia']",field,Australia
2536,"[datetime.date(2013, 12, 5)]",ODI,0,141,,South Africa,50,"['South Africa', 'India']",field,India
2537,"[datetime.date(2013, 12, 8)]",ODI,0,134,,South Africa,50,"['South Africa', 'India']",field,India
2544,"[datetime.date(2014, 3, 12)]",T20,0,,5,Australia,20,"['South Africa', 'Australia']",field,Australia
2545,"[datetime.date(2014, 3, 14)]",T20,0,,6,Australia,20,"['South Africa', 'Australia']",field,Australia
2548,"[datetime.date(2013, 10, 30)]",ODI,1,1,,South Africa,50,"['Pakistan', 'South Africa']",bat,South Africa
2549,"[datetime.date(2013, 11, 1)]",ODI,1,66,,Pakistan,50,"['Pakistan', 'South Africa']",bat,Pakistan
2550,"[datetime.date(2013, 11, 6)]",ODI,1,68,,South Africa,50,"['Pakistan', 'South Africa']",bat,South Africa
2551,"[datetime.date(2013, 11, 8)]",ODI,1,28,,South Africa,50,"['Pakistan', 'South Africa']",bat,South Africa
2552,"[datetime.date(2013, 11, 11)]",ODI,1,117,,South Africa,50,"['Pakistan', 'South Africa']",bat,South Africa
2553,"[datetime.date(2013, 11, 13)]",T20,1,,9,South Africa,20,"['Pakistan', 'South Africa']",bat,Pakistan
2554,"[datetime.date(2013, 11, 15)]",T20,1,6,,South Africa,20,"['Pakistan', 'South Africa']",bat,South Africa
2589,"[datetime.date(2015, 2, 14)]",ODI,0,98,,New Zealand,50,"['New Zealand', 'Sri Lanka']",field,Sri Lanka
2590,"[datetime.date(2015, 2, 14)]",ODI,0,111,,Australia,50,"['Australia', 'England']",field,England
2591,"[datetime.date(2015, 2, 15)]",ODI,1,62,,South Africa,50,"['South Africa', 'Zimbabwe']",field,Zimbabwe
2592,"[datetime.date(2015, 2, 15)]",ODI,1,76,,India,50,"['India', 'Pakistan']",bat,India
2597,"[datetime.date(2015, 2, 20)]",ODI,0,,8,New Zealand,50,"['New Zealand', 'England']",bat,England
2598,"[datetime.date(2015, 2, 21)]",ODI,1,150,,West Indies,50,"['Pakistan', 'West Indies']",field,Pakistan
2600,"[datetime.date(2015, 2, 22)]",ODI,1,130,,India,50,"['India', 'South Africa']",bat,India
2605,"[datetime.date(2015, 2, 26)]",ODI,1,92,,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",bat,Sri Lanka
2606,"[datetime.date(2015, 2, 27)]",ODI,1,257,,South Africa,50,"['South Africa', 'West Indies']",bat,South Africa
2607,"[datetime.date(2015, 2, 28)]",ODI,0,,1,New Zealand,50,"['New Zealand', 'Australia']",bat,Australia
2609,"[datetime.date(2015, 3, 1)]",ODI,1,,9,Sri Lanka,50,"['England', 'Sri Lanka']",bat,England
2610,"[datetime.date(2015, 3, 1)]",ODI,1,20,,Pakistan,50,"['Pakistan', 'Zimbabwe']",bat,Pakistan
2615,"[datetime.date(2015, 3, 6)]",ODI,1,,4,India,50,"['India', 'West Indies']",bat,West Indies
2619,"[datetime.date(2015, 3, 8)]",ODI,0,64,,Australia,50,"['Australia', 'Sri Lanka']",bat,Australia
2620,"[datetime.date(2015, 3, 9)]",ODI,1,15,,Bangladesh,50,"['Bangladesh', 'England']",field,England
2624,"[datetime.date(2015, 3, 13)]",ODI,0,,3,New Zealand,50,"['New Zealand', 'Bangladesh']",field,New Zealand
2626,"[datetime.date(2015, 3, 14)]",ODI,1,,6,India,50,"['India', 'Zimbabwe']",field,India
2630,"[datetime.date(2015, 3, 18)]",ODI,1,,9,South Africa,50,"['South Africa', 'Sri Lanka']",bat,Sri Lanka
2631,"[datetime.date(2015, 3, 19)]",ODI,1,109,,India,50,"['Bangladesh', 'India']",bat,India
2632,"[datetime.date(2015, 3, 20)]",ODI,0,,6,Australia,50,"['Australia', 'Pakistan']",bat,Pakistan
2633,"[datetime.date(2015, 3, 21)]",ODI,0,143,,New Zealand,50,"['New Zealand', 'West Indies']",bat,New Zealand
2635,"[datetime.date(2015, 3, 26)]",ODI,0,95,,Australia,50,"['Australia', 'India']",bat,Australia
2636,"[datetime.date(2015, 3, 29)]",ODI,0,,7,Australia,50,"['Australia', 'New Zealand']",bat,New Zealand
2638,"[datetime.date(2013, 12, 11)]",T20,1,,3,Pakistan,20,"['Pakistan', 'Sri Lanka']",field,Pakistan
2639,"[datetime.date(2013, 12, 13)]",T20,1,24,,Sri Lanka,20,"['Pakistan', 'Sri Lanka']",field,Pakistan
2640,"[datetime.date(2013, 12, 18)]",ODI,1,11,,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Pakistan
2641,"[datetime.date(2013, 12, 20)]",ODI,1,,2,Sri Lanka,50,"['Pakistan', 'Sri Lanka']",field,Sri Lanka
2642,"[datetime.date(2013, 12, 22)]",ODI,1,113,,Pakistan,50,"['Pakistan', 'Sri Lanka']",field,Sri Lanka
2643,"[datetime.date(2013, 12, 25)]",ODI,1,,8,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
2644,"[datetime.date(2013, 12, 27)]",ODI,1,,2,Sri Lanka,50,"['Pakistan', 'Sri Lanka']",bat,Pakistan
2648,"[datetime.date(2013, 8, 23)]",T20,0,25,,Pakistan,20,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
2649,"[datetime.date(2013, 8, 24)]",T20,0,19,,Pakistan,20,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
2650,"[datetime.date(2013, 8, 27)]",ODI,0,,7,Zimbabwe,50,"['Zimbabwe', 'Pakistan']",bat,Pakistan
2651,"[datetime.date(2013, 8, 29)]",ODI,0,90,,Pakistan,50,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
2652,"[datetime.date(2013, 8, 31)]",ODI,0,108,,Pakistan,50,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
2724,"[datetime.date(2013, 12, 26)]",ODI,0,,2,West Indies,50,"['New Zealand', 'West Indies']",field,West Indies
2725,"[datetime.date(2014, 1, 1)]",ODI,0,159,,New Zealand,50,"['New Zealand', 'West Indies']",field,West Indies
2727,"[datetime.date(2014, 1, 8)]",ODI,0,203,,West Indies,50,"['New Zealand', 'West Indies']",field,New Zealand
2728,"[datetime.date(2014, 1, 11)]",T20,0,81,,New Zealand,20,"['New Zealand', 'West Indies']",bat,New Zealand
2729,"[datetime.date(2014, 1, 15)]",T20,0,,4,New Zealand,20,"['New Zealand', 'West Indies']",bat,West Indies
2741,"[datetime.date(2014, 1, 19)]",ODI,0,24,,New Zealand,50,"['New Zealand', 'India']",field,India
2744,"[datetime.date(2014, 1, 28)]",ODI,0,,7,New Zealand,50,"['New Zealand', 'India']",bat,India
2745,"[datetime.date(2014, 1, 31)]",ODI,0,87,,New Zealand,50,"['New Zealand', 'India']",field,India
2754,"[datetime.date(2014, 8, 30)]",ODI,0,,6,India,50,"['England', 'India']",field,India
2755,"[datetime.date(2014, 9, 2)]",ODI,0,,9,India,50,"['England', 'India']",field,India
2756,"[datetime.date(2014, 9, 5)]",ODI,0,41,,England,50,"['England', 'India']",field,India
2757,"[datetime.date(2014, 9, 7)]",T20,0,3,,England,20,"['England', 'India']",bat,England
2758,"[datetime.date(2014, 5, 20)]",T20,0,9,,Sri Lanka,20,"['England', 'Sri Lanka']",field,England
2760,"[datetime.date(2014, 5, 25)]",ODI,0,157,,Sri Lanka,50,"['England', 'Sri Lanka']",field,England
2761,"[datetime.date(2014, 5, 28)]",ODI,0,,10,England,50,"['England', 'Sri Lanka']",field,England
2762,"[datetime.date(2014, 5, 31)]",ODI,0,7,,Sri Lanka,50,"['England', 'Sri Lanka']",field,England
2763,"[datetime.date(2014, 6, 3)]",ODI,0,,6,Sri Lanka,50,"['England', 'Sri Lanka']",bat,England
2774,"[datetime.date(2013, 10, 31)]",ODI,0,40,,Bangladesh,50,"['Bangladesh', 'New Zealand']",bat,Bangladesh
2775,"[datetime.date(2013, 11, 3)]",ODI,0,,4,Bangladesh,50,"['Bangladesh', 'New Zealand']",field,Bangladesh
2776,"[datetime.date(2013, 11, 6)]",T20,0,15,,New Zealand,20,"['Bangladesh', 'New Zealand']",bat,New Zealand
2780,"[datetime.date(2013, 11, 21)]",T20,0,,8,Sri Lanka,20,"['Sri Lanka', 'New Zealand']",field,Sri Lanka
2783,"[datetime.date(2013, 11, 21)]",ODI,0,,6,India,50,"['India', 'West Indies']",bat,West Indies
2784,"[datetime.date(2013, 11, 24)]",ODI,0,,2,West Indies,50,"['India', 'West Indies']",field,West Indies
2785,"[datetime.date(2013, 11, 27)]",ODI,0,,5,India,50,"['India', 'West Indies']",field,India
2798,"[datetime.date(2014, 3, 21)]",T20,1,,7,India,20,"['India', 'Pakistan']",field,India
2799,"[datetime.date(2014, 3, 22)]",T20,1,5,,Sri Lanka,20,"['South Africa', 'Sri Lanka']",bat,Sri Lanka
2801,"[datetime.date(2014, 3, 23)]",T20,1,16,,Pakistan,20,"['Australia', 'Pakistan']",field,Australia
2802,"[datetime.date(2014, 3, 23)]",T20,1,,7,India,20,"['India', 'West Indies']",field,India
2803,"[datetime.date(2014, 3, 24)]",T20,1,2,,South Africa,20,"['New Zealand', 'South Africa']",field,New Zealand
2805,"[datetime.date(2014, 3, 25)]",T20,0,73,,West Indies,20,"['Bangladesh', 'West Indies']",field,Bangladesh
2807,"[datetime.date(2014, 3, 27)]",T20,1,,6,England,20,"['England', 'Sri Lanka']",field,England
2808,"[datetime.date(2014, 3, 28)]",T20,1,,6,West Indies,20,"['Australia', 'West Indies']",bat,Australia
2809,"[datetime.date(2014, 3, 28)]",T20,0,,8,India,20,"['Bangladesh', 'India']",field,India
2811,"[datetime.date(2014, 3, 29)]",T20,1,3,,South Africa,20,"['England', 'South Africa']",field,England
2812,"[datetime.date(2014, 3, 30)]",T20,0,50,,Pakistan,20,"['Bangladesh', 'Pakistan']",bat,Pakistan
2813,"[datetime.date(2014, 3, 30)]",T20,1,73,,India,20,"['Australia', 'India']",field,Australia
2815,"[datetime.date(2014, 3, 31)]",T20,1,59,,Sri Lanka,20,"['New Zealand', 'Sri Lanka']",field,New Zealand
2816,"[datetime.date(2014, 4, 1)]",T20,0,,7,Australia,20,"['Bangladesh', 'Australia']",bat,Bangladesh
2817,"[datetime.date(2014, 4, 1)]",T20,1,84,,West Indies,20,"['Pakistan', 'West Indies']",bat,West Indies
2819,"[datetime.date(2014, 4, 4)]",T20,1,,6,India,20,"['India', 'South Africa']",bat,South Africa
2820,"[datetime.date(2014, 4, 6)]",T20,1,,6,Sri Lanka,20,"['India', 'Sri Lanka']",field,Sri Lanka
2844,"[datetime.date(2013, 11, 22)]",T20,0,6,,Pakistan,20,"['South Africa', 'Pakistan']",bat,Pakistan
2845,"[datetime.date(2013, 11, 24)]",ODI,0,23,,Pakistan,50,"['South Africa', 'Pakistan']",bat,Pakistan
2846,"[datetime.date(2013, 11, 27)]",ODI,0,1,,Pakistan,50,"['South Africa', 'Pakistan']",field,South Africa
2847,"[datetime.date(2013, 11, 30)]",ODI,0,,4,South Africa,50,"['South Africa', 'Pakistan']",field,South Africa
2850,"[datetime.date(2014, 2, 12)]",T20,0,2,,Sri Lanka,20,"['Bangladesh', 'Sri Lanka']",field,Bangladesh
2851,"[datetime.date(2014, 2, 14)]",T20,0,,3,Sri Lanka,20,"['Bangladesh', 'Sri Lanka']",bat,Bangladesh
2852,"[datetime.date(2014, 2, 17)]",ODI,0,13,,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",field,Bangladesh
2853,"[datetime.date(2014, 2, 20)]",ODI,0,61,,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",bat,Sri Lanka
2854,"[datetime.date(2014, 2, 22)]",ODI,0,,6,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",field,Sri Lanka
2870,"[datetime.date(2014, 2, 25)]",ODI,1,12,,Sri Lanka,50,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
2871,"[datetime.date(2014, 2, 26)]",ODI,0,,6,India,50,"['Bangladesh', 'India']",field,India
2873,"[datetime.date(2014, 2, 28)]",ODI,1,,2,Sri Lanka,50,"['India', 'Sri Lanka']",field,Sri Lanka
2875,"[datetime.date(2014, 3, 2)]",ODI,1,,1,Pakistan,50,"['India', 'Pakistan']",field,Pakistan
2877,"[datetime.date(2014, 3, 4)]",ODI,0,,3,Pakistan,50,"['Bangladesh', 'Pakistan']",bat,Bangladesh
2879,"[datetime.date(2014, 3, 6)]",ODI,0,,3,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",bat,Bangladesh
2880,"[datetime.date(2014, 3, 8)]",ODI,1,,5,Sri Lanka,50,"['Pakistan', 'Sri Lanka']",bat,Pakistan
2886,"[datetime.date(2015, 1, 9)]",T20,0,,4,West Indies,20,"['South Africa', 'West Indies']",bat,South Africa
2887,"[datetime.date(2015, 1, 11)]",T20,0,,4,West Indies,20,"['South Africa', 'West Indies']",field,West Indies
2889,"[datetime.date(2015, 1, 18)]",ODI,0,148,,South Africa,50,"['South Africa', 'West Indies']",field,West Indies
2890,"[datetime.date(2015, 1, 21)]",ODI,0,,9,South Africa,50,"['South Africa', 'West Indies']",bat,West Indies
2891,"[datetime.date(2015, 1, 25)]",ODI,0,,1,West Indies,50,"['South Africa', 'West Indies']",field,West Indies
2892,"[datetime.date(2015, 1, 28)]",ODI,0,131,,South Africa,50,"['South Africa', 'West Indies']",field,West Indies
2902,"[datetime.date(2014, 10, 5)]",T20,1,,6,Australia,20,"['Australia', 'Pakistan']",bat,Pakistan
2903,"[datetime.date(2014, 10, 7)]",ODI,1,93,,Australia,50,"['Australia', 'Pakistan']",bat,Australia
2904,"[datetime.date(2014, 10, 10)]",ODI,1,,5,Australia,50,"['Australia', 'Pakistan']",bat,Pakistan
2905,"[datetime.date(2014, 10, 12)]",ODI,1,1,,Australia,50,"['Australia', 'Pakistan']",bat,Australia
2931,"[datetime.date(2014, 7, 6)]",ODI,0,75,,South Africa,50,"['Sri Lanka', 'South Africa']",bat,South Africa
2932,"[datetime.date(2014, 7, 9)]",ODI,0,87,,Sri Lanka,50,"['Sri Lanka', 'South Africa']",bat,Sri Lanka
2933,"[datetime.date(2014, 7, 12)]",ODI,0,82,,South Africa,50,"['Sri Lanka', 'South Africa']",bat,South Africa
2940,"[datetime.date(2014, 7, 6)]",T20,0,39,,West Indies,20,"['West Indies', 'New Zealand']",field,New Zealand
2941,"[datetime.date(2014, 8, 20)]",ODI,0,,3,West Indies,50,"['West Indies', 'Bangladesh']",field,West Indies
2942,"[datetime.date(2014, 8, 22)]",ODI,0,177,,West Indies,50,"['West Indies', 'Bangladesh']",field,Bangladesh
2943,"[datetime.date(2014, 8, 25)]",ODI,0,91,,West Indies,50,"['West Indies', 'Bangladesh']",bat,West Indies
2987,"[datetime.date(2015, 1, 14)]",T20,0,69,,South Africa,20,"['South Africa', 'West Indies']",field,West Indies
2989,"[datetime.date(2014, 8, 17)]",ODI,0,93,,South Africa,50,"['Zimbabwe', 'South Africa']",field,Zimbabwe
2990,"[datetime.date(2014, 8, 19)]",ODI,0,61,,South Africa,50,"['Zimbabwe', 'South Africa']",field,Zimbabwe
2991,"[datetime.date(2014, 8, 21)]",ODI,0,,7,South Africa,50,"['Zimbabwe', 'South Africa']",field,South Africa
2992,"[datetime.date(2014, 8, 25)]",ODI,0,198,,Australia,50,"['Zimbabwe', 'Australia']",field,Zimbabwe
2993,"[datetime.date(2014, 8, 27)]",ODI,1,,7,South Africa,50,"['Australia', 'South Africa']",field,South Africa
2994,"[datetime.date(2014, 8, 29)]",ODI,0,61,,South Africa,50,"['Zimbabwe', 'South Africa']",field,Zimbabwe
2995,"[datetime.date(2014, 8, 31)]",ODI,0,,3,Zimbabwe,50,"['Zimbabwe', 'Australia']",bat,Australia
2996,"[datetime.date(2014, 9, 2)]",ODI,1,62,,Australia,50,"['Australia', 'South Africa']",field,South Africa
2997,"[datetime.date(2014, 9, 4)]",ODI,0,63,,South Africa,50,"['Zimbabwe', 'South Africa']",field,Zimbabwe
2998,"[datetime.date(2014, 9, 6)]",ODI,1,,6,South Africa,50,"['Australia', 'South Africa']",field,South Africa
3013,"[datetime.date(2014, 12, 4)]",T20,1,,7,Pakistan,20,"['New Zealand', 'Pakistan']",field,Pakistan
3014,"[datetime.date(2014, 12, 8)]",ODI,1,,3,Pakistan,50,"['New Zealand', 'Pakistan']",field,Pakistan
3015,"[datetime.date(2014, 12, 12)]",ODI,1,,4,New Zealand,50,"['New Zealand', 'Pakistan']",bat,Pakistan
3016,"[datetime.date(2014, 12, 14)]",ODI,1,147,,Pakistan,50,"['New Zealand', 'Pakistan']",bat,Pakistan
3017,"[datetime.date(2014, 12, 17)]",ODI,1,7,,New Zealand,50,"['New Zealand', 'Pakistan']",bat,New Zealand
3018,"[datetime.date(2014, 12, 19)]",ODI,1,68,,New Zealand,50,"['New Zealand', 'Pakistan']",bat,New Zealand
3021,"[datetime.date(2015, 6, 9)]",ODI,0,210,,England,50,"['England', 'New Zealand']",field,New Zealand
3023,"[datetime.date(2015, 6, 14)]",ODI,0,,3,New Zealand,50,"['England', 'New Zealand']",bat,England
3024,"[datetime.date(2015, 6, 17)]",ODI,0,,7,England,50,"['England', 'New Zealand']",bat,New Zealand
3026,"[datetime.date(2015, 6, 23)]",T20,0,56,,England,20,"['England', 'New Zealand']",bat,England
3033,"[datetime.date(2015, 8, 31)]",T20,0,5,,England,20,"['England', 'Australia']",field,Australia
3034,"[datetime.date(2015, 9, 3)]",ODI,0,59,,Australia,50,"['England', 'Australia']",bat,Australia
3035,"[datetime.date(2015, 9, 5)]",ODI,0,64,,Australia,50,"['England', 'Australia']",field,England
3036,"[datetime.date(2015, 9, 8)]",ODI,0,93,,England,50,"['England', 'Australia']",bat,England
3037,"[datetime.date(2015, 9, 11)]",ODI,0,,3,England,50,"['England', 'Australia']",bat,Australia
3038,"[datetime.date(2015, 9, 13)]",ODI,0,,8,Australia,50,"['England', 'Australia']",bat,England
3045,"[datetime.date(2014, 8, 26)]",ODI,0,77,,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
3072,"[datetime.date(2014, 10, 21)]",ODI,0,,6,South Africa,50,"['New Zealand', 'South Africa']",field,South Africa
3073,"[datetime.date(2014, 10, 24)]",ODI,0,72,,South Africa,50,"['New Zealand', 'South Africa']",field,New Zealand
3077,"[datetime.date(2015, 1, 11)]",ODI,0,,3,New Zealand,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
3078,"[datetime.date(2015, 1, 15)]",ODI,0,,6,Sri Lanka,50,"['New Zealand', 'Sri Lanka']",bat,New Zealand
3080,"[datetime.date(2015, 1, 20)]",ODI,0,,4,New Zealand,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
3081,"[datetime.date(2015, 1, 23)]",ODI,0,108,,New Zealand,50,"['New Zealand', 'Sri Lanka']",field,Sri Lanka
3082,"[datetime.date(2015, 1, 25)]",ODI,0,120,,New Zealand,50,"['New Zealand', 'Sri Lanka']",bat,New Zealand
3083,"[datetime.date(2015, 1, 29)]",ODI,0,34,,Sri Lanka,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
3084,"[datetime.date(2015, 1, 31)]",ODI,0,,7,New Zealand,50,"['New Zealand', 'Pakistan']",field,New Zealand
